date,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_21,path_22,path_23,path_24,path_25,path_26,path_27,path_28,path_29,path_30
2026-01-01,113.92074925555649,114.72688970936407,107.53295343522497,97.54490516313497,106.1631543522909,111.1544290583672,98.80964541641534,47.17010426467157,104.23760817311596,108.20391722077177,106.1500494760782,105.31437648213164,126.0978468558795,116.478764832453,96.1871787801651,101.12893503447076,193.1146059170132,107.05232666277176,104.19680396633855,105.31437648213164,101.0721150790447,123.99175291373638,114.849746063762,115.02705258083054,104.76245272234293,104.36049434233551,113.15167826878071,113.29565630655779,101.02990731425457,1.2998277342726396
2026-01-02,44.891135764179,37.896263495188535,117.54079394231847,108.98057265526664,112.96758934546737,45.68783344884308,107.89620996714937,116.53560498903666,123.70648675790063,124.96999070063616,111.39999221887591,98.76228275901713,166.2384500387469,113.87069946873844,45.68783344884308,106.77714272998104,228.88672840446222,108.89207783056317,112.91913293542855,107.86220007735595,103.98411230821642,110.64567446303725,107.47208197017027,199.4056041147321,106.34801255644938,193.08470280774458,111.28451157150074,110.43367857888519,114.97300068012213,109.18168873658517
2026-01-03,114.5179602371696,124.36177901081967,122.54831821094548,120.7832359249488,107.15612380531019,119.08738781391511,105.49487083222229,104.75709637842417,116.17467979427158,95.58192351927468,117.38883149613783,119.41562538782217,178.80453138393025,105.45366116236895,40.06787785102347,185.38386660221633,228.23142952140032,115.70560807454251,233.51345591631937,118.15253980352418,112.48272023365064,128.21243268326648,126.61403914648895,123.04476198221755,123.04476198221755,109.5904545390797,77.17851986148361,108.2699608878061,121.32428723024977,116.33476283589079
2026-01-04,51.23846596861276,138.85670221363648,116.97377948440064,114.20947645188232,124.67113632564008,120.75884471351915,137.939641588709,113.56204000098754,124.99148663488333,133.3523268645251,42.56276084452969,80.13885698615272,132.8505244021021,124.10597377155734,58.62759264295624,16.4790798019674,127.61331004050899,123.1080136828514,123.54025533969698,115.02270260862599,151.34484408408022,112.11758672013119,190.38947817120422,120.60422636007311,125.99819104723736,131.24006429212415,124.54348159330516,120.98877273842263,118.35579715985418,238.7038804836994
2026-01-05,132.73422956839846,129.43546832027116,195.78311056606657,127.91592487026138,121.8850669405046,243.82480001158888,113.88891134406047,133.35164493506798,19.153838526878147,117.8742572240197,66.42639859851732,127.58047098106938,131.19364781685863,131.96696594919396,135.1389564126849,127.78807545998808,136.14624185393455,131.02857407910685,115.85133803224714,73.29669255235905,131.03694365296192,122.32677861723779,133.9950773600925,122.09469901229009,123.29006162110959,117.9556745689659,53.45713935695578,121.44189531459394,124.48219450058731,123.9923796726325
2026-01-06,132.20818578768123,131.17113334257766,132.53142758489446,120.17541916010266,117.49473925814306,63.77384647255278,121.43566427373119,109.42066319715778,119.18578191600784,122.90850334449138,111.77367749025845,113.84389595724758,131.86695133527908,119.21529739971197,125.87203707084058,35.9442733909312,122.5956948498571,122.79618190400618,116.1392499241343,120.12237835060745,113.58031169745448,26.714352511198427,170.90740442924542,119.8740246501252,236.4659625481818,123.7374776593685,127.64961247372375,136.8946770304585,108.96389637573978,26.479334751718
2026-01-07,117.59171567199824,56.65318153572336,110.73041863147127,122.56299428361648,114.2224573509968,137.06424660920945,112.8048903053121,131.7148038524795,117.82375452013012,125.23016675757144,177.44426075254646,119.88966151351512,119.75989758619879,103.3686490619041,114.25646724079023,183.00101432098913,120.66229416821618,117.33234466559207,103.65325629238446,212.95579993160214,124.68553727635422,122.45343639694933,0.0,113.08508085717675,103.3686490619041,67.905332097631,122.89586226267751,114.91999140768364,110.34436958185728,121.4855402680591
2026-01-08,123.1260508941695,0.0,97.14163850576536,175.0893348256444,89.11732139925813,113.25166327869017,110.64413028099473,87.1669955339744,113.5153832509363,111.13192689028709,98.41863362457123,81.63786077336478,112.35154215443639,169.52153351552545,116.24772384056793,89.33429905935265,112.93276690988485,105.83130606203069,115.67696842670678,97.1502031933913,121.66563199818745,112.36918258549373,96.34636673373213,52.18221291531511,204.08649410130758,111.25408187833865,98.38455469770908,0.0,120.56983272596823,99.57195633649273
2026-01-09,121.00981882109237,90.91259868467586,111.05950795986224,108.75598317591258,98.54281014892456,88.33320803536475,89.68825336446426,102.5445476724017,105.18675253412053,94.71100471813469,34.153241237765286,104.27897563608462,99.60148918378081,132.38631515914702,63.95222688022688,102.73761092684143,103.19637273122893,97.2068912249658,113.64757221712114,105.3027372569552,103.38364761578003,101.47716286455713,107.64408274127736,55.198651017654704,110.00782530749828,103.54810197934052,121.00981882109237,93.96725030229273,100.79369589201531,96.00995158788001
2026-01-10,100.40703582095098,108.48543868236933,103.01625128685716,100.2084566892867,104.26082057218748,105.00388005420756,85.94010803486215,114.44178588988869,47.49773609395077,103.91398867349768,90.5289724035432,214.86761117937758,85.49981668768692,98.21896106984339,103.83907538381463,45.89528757317547,99.15625620809887,162.8212436246211,93.63114731466244,44.79075709250687,106.80472007380531,99.00123156013457,216.25189670860442,101.1812130836037,34.599944989998946,101.1061657693336,162.08715923643703,96.27195524348916,116.00692297377758,31.41053635359647
2026-01-11,104.91025074354962,95.29647998956611,84.03514977970173,109.7600753533111,89.09512862375334,92.04240715496485,210.40764262601826,110.54479344299881,90.20206751548997,92.29587047156366,106.70637012391177,155.7398982740208,88.40641479685344,97.40967975788485,89.87865483752691,94.14511878688674,92.44227038518494,111.28683994169226,110.45219583680279,100.60737758742223,90.56321933555265,51.68495694436087,153.3613487819545,0.0,95.48807402549895,92.29587047156366,93.91847724416908,140.83416063687068,0.0,242.80632631134216
2026-01-12,116.17923018282299,120.8367375682007,129.6871228673597,119.98967808509968,120.88606533612004,125.78933160527663,104.5360986686206,117.92441174806176,117.55901462160345,108.43354292229942,118.90198191551676,57.22396342184458,170.94425884343133,112.46646443440783,121.05814879033643,123.58646330531174,116.61823835714257,129.1988850283968,130.25703715802368,174.8466753467,122.42992796516641,61.45161968111017,77.63354352817251,107.83286532645049,120.19431986522129,121.21788159640498,185.15348745043576,117.27064018350525,118.24885747563981,110.06191842780369
2026-01-13,123.62947032865851,34.1904697727398,117.06046140964425,126.92145484803468,101.60175600588168,54.73695709564537,135.88487791074854,50.96536648878482,112.69917537029754,109.56910478425576,68.17178449910588,101.79990469213747,97.81166150325613,112.6457078023452,120.0006930354519,108.10656244820423,111.47500125915955,116.98403899245811,105.45353433812606,115.43935854489503,172.13832477045653,59.49666907022273,129.0263956416808,109.00659395565911,101.8713487694471,112.89543956706468,178.30611008999432,105.18628410811444,41.98203972639435,124.7877645262199
2026-01-14,120.29452765851615,114.12914389591931,73.11402977743447,108.74020463722003,114.71746340096534,92.37030719284049,110.16247634252629,130.5998676182402,45.93430099522665,55.59589007119538,141.18806274961636,119.13977393867417,107.82030796102869,168.70264837665633,109.90288967179758,97.00056875926253,122.2625645946089,118.1716239951031,115.9532630519415,40.024246773347656,183.18458985063364,162.9322240595177,109.60289936509044,61.08940278213202,176.57605687109378,59.85303954863917,69.32917828835446,105.28060235378489,119.9127037203116,231.3141791647367
2026-01-15,105.61253716573606,97.09062112085354,107.01283596598245,110.93110944924538,104.285607374719,103.89423616604563,190.1037251923543,112.97782391848887,93.95275408616253,165.36592930898107,102.87937407467717,103.58425637357382,108.94361250165332,138.28617567721616,116.60839097420228,43.767896525152516,116.72364963137989,120.14982546074728,104.0018398351323,76.93965831986065,108.18523551569416,80.13070752946061,194.3321647459189,103.10506107532157,80.28396359898385,105.21199594638469,109.20123376269783,108.9450103559115,99.58863897965043,90.18881113608796
2026-01-16,0.0,95.49041766773773,99.83825606866883,97.32094354064311,92.85795547476305,94.06670366721168,154.5380788902491,56.72881745348746,109.05905099921084,87.59113048930222,31.21651508076416,82.4316148977229,95.36354938513072,89.3534723990797,19.89853344351029,87.91622522610278,97.62554811098208,22.735847671261965,106.08500313725007,96.87067197839035,92.15417887976322,89.07747689176468,90.31555641261731,91.62043740540788,108.85119473583721,88.86121426514462,97.30134435726193,165.67970950659787,27.05086464381101,81.27970758762858
